Date,Open,High,Low,Close,Change(Pips),Change(%),
07/07/2023 00:00,183.437,183.543,183.14,183.419,-1.8,-0.01,
07/06/2023 23:00,183.524,183.6,183.32,183.441,-8.3,-0.05,
07/06/2023 22:00,183.486,183.559,183.447,183.552,6.6,0.04,
07/06/2023 21:00,183.515,183.6061,183.329,183.48,-3.5,-0.02,
07/06/2023 20:00,183.61,183.62,183.46565,183.5,-11,-0.06,
07/06/2023 19:00,183.658,183.694,183.52817,183.612,-4.6,-0.03,
07/06/2023 18:00,183.58,183.714,183.53,183.653,7.3,0.04,
07/06/2023 17:00,183.393,183.608,183.34,183.595,20.2,0.11,
07/06/2023 16:00,183.268,183.488,183.16,183.405,13.7,0.07,
07/06/2023 15:00,183.173,183.312,182.8,183.248,7.5,0.04,
07/06/2023 14:00,183.642,183.82,183.01,183.17,-47.2,-0.26,
07/06/2023 13:00,183.779,184.004,183.55,183.666,-11.3,-0.06,
07/06/2023 12:00,183.537,183.913,183.44,183.797,26.0,0.14,
07/06/2023 11:00,183.69,183.773,183.48,183.535,-15.5,-0.08,
07/06/2023 10:00,183.747,183.807,183.58,183.689,-5.8,-0.03,
07/06/2023 07:00,182.897,182.916,182.48,182.751,-14.6,-0.08,
07/06/2023 06:00,182.616,182.97,182.606,182.904,28.8,0.16,
07/06/2023 05:00,182.88,182.893,182.53,182.642,-23.8,-0.13,
07/06/2023 04:00,183.087,183.103,182.72,182.886,-20.1,-0.11,
07/06/2023 03:00,183.254,183.27,183.06,183.088,-16.6,-0.09,
07/06/2023 02:00,183.454,183.498,183.2,183.247,-20.7,-0.11,
07/06/2023 01:00,183.124,183.464,183.07,183.452,32.8,0.18,
07/06/2023 00:00,183.56,183.587,183.03,183.125,-43.5,-0.24,
07/05/2023 23:00,183.609,183.63,183.408,183.561,-4.8,-0.03,
07/05/2023 22:00,183.626,183.718,183.52542,183.608,-1.8,-0.01,
07/05/2023 21:00,183.643,183.82667,183.382,183.586,-5.7,-0.03,
07/05/2023 20:00,183.722,183.803,183.68,183.758,3.6,0.02,
07/05/2023 19:00,183.636,183.766,183.6,183.724,8.8,0.05,
07/05/2023 18:00,183.693,183.773,183.57,183.642,-5.1,-0.03,
07/05/2023 17:00,183.795,183.817,183.64,183.668,-12.7,-0.07,
07/05/2023 16:00,183.698,183.882,183.63,183.775,7.7,0.04,
07/05/2023 15:00,183.697,183.847,183.59,183.709,1.2,0.01,
07/05/2023 14:00,183.487,183.761,183.31,183.693,20.6,0.11,
07/05/2023 13:00,183.605,183.724,183.29,183.5,-10.5,-0.06,
07/05/2023 12:00,183.493,183.82,183.42,183.572,7.9,0.04,
07/05/2023 11:00,183.332,183.494,183.28,183.482,15.0,0.08,
07/05/2023 07:00,183.765,184.014,183.69,183.748,-1.7,-0.01,
07/05/2023 06:00,183.773,183.846,183.65,183.788,1.5,0.01,
07/05/2023 05:00,183.622,183.844,183.54,183.792,17.0,0.09,
07/05/2023 04:00,183.628,183.65061,183.53,183.614,-1.4,-0.01,
07/05/2023 03:00,183.63,183.686,183.55,183.612,-1.8,-0.01,
07/05/2023 02:00,183.723,183.76295,183.56,183.638,-8.5,-0.05,
07/05/2023 01:00,183.649,183.899,183.61,183.718,6.9,0.04,
07/05/2023 00:00,183.638,183.87133,183.61,183.65,1.2,0.01,
07/04/2023 23:00,183.652,183.7107,183.6,183.611,-4.1,-0.02,
07/04/2023 22:00,183.621,183.67798,183.5356,183.67717,5.617,0.03,
07/04/2023 21:00,183.67,183.74356,183.28,183.62,-5,-0.03,
07/04/2023 20:00,183.7,183.707,183.58,183.67,-3,-0.02,
07/04/2023 19:00,183.752,183.789,183.601,183.706,-4.6,-0.03,
07/04/2023 18:00,183.861,183.892,183.7,183.751,-11.0,-0.06,
07/04/2023 17:00,183.8,183.863,183.72994,183.862,6.2,0.03,
07/04/2023 16:00,183.846,183.876,183.7,183.81,-3.6,-0.02,
07/04/2023 15:00,183.726,183.913,183.71,183.843,11.7,0.06,
07/04/2023 14:00,183.668,183.758,183.56,183.73615,6.815,0.04,
07/04/2023 13:00,183.803,183.823,183.5,183.67,-13.3,-0.07,
07/04/2023 12:00,183.644,183.86,183.58,183.824,18.0,0.10,
07/04/2023 11:00,183.566,183.721,183.53,183.636,7.0,0.04,
07/04/2023 10:00,183.383,183.632,183.29,183.566,18.3,0.10,
07/04/2023 09:00,183.313,183.4,183.22,183.371,5.8,0.03,
07/04/2023 08:00,183.462,183.468,183.22,183.282,-18.0,-0.10,
07/04/2023 07:00,183.462,183.552,183.34,183.423,-3.9,-0.02,
07/04/2023 06:00,183.472,183.601,183.37,183.449,-2.3,-0.01,
07/04/2023 05:00,183.506,183.53996,183.41,183.452,-5.4,-0.03,
07/04/2023 04:00,183.536,183.6,183.42,183.518,-1.8,-0.01,
07/04/2023 03:00,183.448,183.574,183.39,183.5,5.2,0.03,
07/04/2023 02:00,183.507,183.564,183.4,183.45,-5.7,-0.03,
07/04/2023 01:00,183.418,183.4876,183.34,183.47,5.2,0.03,
07/04/2023 00:00,183.508,183.524,183.35,183.41,-9.8,-0.05,
07/03/2023 23:00,183.555,183.59289,183.45,183.509,-4.6,-0.03,
07/03/2023 22:00,183.541,183.635,183.50096,183.571,3.0,0.02,
07/03/2023 21:00,183.58,183.64,183.47,183.55,-3,-0.02,
07/03/2023 20:00,183.654,183.704,183.48635,183.58,-7.4,-0.04,
07/03/2023 19:00,183.65,183.69,183.58235,183.647,-0.3,0.00,
07/03/2023 18:00,183.493,183.656,183.4389,183.651,15.8,0.09,
07/03/2023 17:00,183.707,183.713,183.49,183.515,-19.2,-0.10,
07/03/2023 16:00,183.424,183.738,183.38,183.69,26.6,0.14,
07/03/2023 15:00,183.291,183.492,183.21,183.38,8.9,0.05,
07/03/2023 14:00,183.379,183.406,183.07,183.286,-9.3,-0.05,
07/03/2023 13:00,183.527,183.6,183.25,183.333,-19.4,-0.11,
07/03/2023 12:00,183.607,183.622,183.39,183.546,-6.1,-0.03,
07/03/2023 11:00,183.406,183.637,183.33,183.601,19.5,0.11,
07/03/2023 10:00,183.193,183.485,183.12,183.44,24.7,0.13,
07/03/2023 09:00,183.351,183.483,183.07,183.172,-17.9,-0.10,
07/03/2023 08:00,183.43,183.663,183.29,183.364,-6.6,-0.04,
07/03/2023 07:00,183.636,183.647,183.22,183.4,-23.6,-0.13,
07/03/2023 06:00,183.49,183.732,183.2,183.674,18.4,0.10,
07/03/2023 05:00,183.503,183.508,183.3,183.488,-1.5,-0.01,
07/03/2023 04:00,183.652,183.67231,183.45,183.504,-14.8,-0.08,
07/03/2023 03:00,183.651,183.7615,183.58,183.66,0.9,0.00,
07/03/2023 02:00,183.487,183.66941,183.43,183.66,17.3,0.09,
07/03/2023 01:00,183.29,183.52745,183.28,183.475,18.5,0.10,
07/03/2023 00:00,183.284,183.351,183.07,183.299,1.5,0.01,
07/02/2023 23:00,183.263,183.33615,183.225,183.276,1.3,0.01,
07/02/2023 22:00,183.156,183.337,183.156,183.25865,10.265,0.06,
07/02/2023 21:00,183.16788,183.31368,183.122,183.21499,4.711,0.03,
07/02/2023 20:00,182.84,183.23329,182.84,183.22096,38.096,0.21,
07/02/2023 19:00,183.31951,183.47958,182.938,183.2087,-11.081,-0.06,
07/02/2023 18:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 17:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 16:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 15:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 14:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 13:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 12:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 11:00,182.44626,183.45501,182.44626,183.45501,100.875,0.55,
07/02/2023 10:00,183.45501,183.45501,182.44626,183.45501,0.000,0.00,
06/30/2023 21:00,183.07,183.29641,181.889,182.44626,-62.374,-0.34,
06/30/2023 20:00,183.209,183.33721,182.829,183.21,0.1,0.00,
06/30/2023 19:00,183.177,183.253,183.08,183.227,5.0,0.03,
06/30/2023 18:00,183.348,183.391,183.1,183.162,-18.6,-0.10,
06/30/2023 17:00,183.523,183.593,183.29,183.35,-17.3,-0.09,
06/30/2023 16:00,183.606,183.712,183.44,183.54,-6.6,-0.04,
06/30/2023 15:00,183.756,183.875,183.52,183.58,-17.6,-0.10,
06/30/2023 14:00,183.456,183.812,183.38,183.806,35.0,0.19,
06/30/2023 13:00,183.252,183.533,183.1,183.409,15.7,0.09,
06/30/2023 12:00,183.052,183.308,182.976,183.233,18.1,0.10,
06/30/2023 11:00,182.901,183.055,182.85,183.04,13.9,0.08,
06/30/2023 10:00,182.853,182.92,182.63,182.877,2.4,0.01,
06/30/2023 09:00,182.448,182.923,182.396,182.83,38.2,0.21,
06/30/2023 08:00,183.075,183.136,182.44,182.451,-62.4,-0.34,
06/30/2023 07:00,182.426,183.156,182.37,183.084,65.8,0.36,
06/30/2023 06:00,182.705,182.71671,182.17,182.441,-26.4,-0.14,
06/30/2023 05:00,182.68,182.801,182.58,182.662,-1.8,-0.01,
06/30/2023 04:00,182.676,182.76807,182.56,182.666,-1.0,-0.01,
06/30/2023 03:00,182.626,182.77,182.56,182.694,6.8,0.04,
06/30/2023 02:00,182.648,182.85034,182.61,182.684,3.6,0.02,
06/30/2023 01:00,182.795,182.951,182.62,182.649,-14.6,-0.08,
06/30/2023 00:00,182.619,182.78935,182.55,182.755,13.6,0.07,
06/29/2023 23:00,182.56,182.65063,182.44,182.63,7,0.04,
06/29/2023 22:00,182.509,182.61,182.43082,182.568,5.9,0.03,
06/29/2023 21:00,182.564,182.67724,182.32,182.507,-5.7,-0.03,
06/29/2023 20:00,182.69,182.69,182.50711,182.564,-12.6,-0.07,
06/29/2023 19:00,182.75,182.768,182.57,182.687,-6.3,-0.03,
06/29/2023 18:00,182.688,182.805,182.62483,182.742,5.4,0.03,
06/29/2023 17:00,182.846,182.846,182.62,182.697,-14.9,-0.08,
06/29/2023 16:00,182.554,182.876,182.55,182.824,27.0,0.15,
06/29/2023 15:00,182.45,182.594,182.33,182.573,12.3,0.07,
06/29/2023 14:00,182.531,182.698,182.4,182.459,-7.2,-0.04,
06/29/2023 13:00,182.508,182.663,182.3,182.527,1.9,0.01,
06/29/2023 12:00,182.603,182.719,182.41,182.452,-15.1,-0.08,
06/29/2023 11:00,182.475,182.63,182.37,182.614,13.9,0.08,
06/29/2023 10:00,182.571,182.627,182.39,182.486,-8.5,-0.05,
06/29/2023 09:00,182.418,182.631,182.35,182.584,16.6,0.09,
06/29/2023 08:00,182.535,182.604,182.34879,182.468,-6.7,-0.04,
06/29/2023 07:00,182.722,182.867,182.24,182.574,-14.8,-0.08,
06/29/2023 06:00,182.46,182.738,182.4,182.72,26,0.14,
06/29/2023 05:00,182.461,182.52101,182.3,182.458,-0.3,0.00,
06/29/2023 04:00,182.346,182.52,182.31,182.459,11.3,0.06,
06/29/2023 03:00,182.283,182.436,182.23,182.319,3.6,0.02,
06/29/2023 02:00,182.368,182.424,182.25,182.285,-8.3,-0.05,
06/29/2023 01:00,182.238,182.397,182.19,182.37,13.2,0.07,
06/29/2023 00:00,182.525,182.547,182.19,182.226,-29.9,-0.16,
06/28/2023 23:00,182.498,182.547,182.42547,182.526,2.8,0.02,
06/28/2023 22:00,182.466,182.537,182.39,182.475,0.9,0.00,
06/28/2023 21:00,182.602,182.63,182.40204,182.45,-15.2,-0.08,
06/28/2023 20:00,182.569,182.62,182.48,182.554,-1.5,-0.01,
06/28/2023 19:00,182.528,182.568,182.44,182.56,3.2,0.02,
06/28/2023 18:00,182.494,182.607,182.42,182.508,1.4,0.01,
06/28/2023 17:00,182.363,182.562,182.27,182.482,11.9,0.07,
06/28/2023 16:00,182.221,182.514,182.16,182.351,13.0,0.07,
06/28/2023 15:00,182.283,182.405,182.12,182.2122,-7.08,-0.04,
06/28/2023 14:00,182.486,182.663,182.12,182.347,-13.9,-0.08,
06/28/2023 13:00,182.531,182.548,182.22,182.486,-4.5,-0.02,
06/28/2023 12:00,182.607,182.665,182.38,182.579,-2.8,-0.02,
06/28/2023 11:00,182.916,183.012,182.56,182.587,-32.9,-0.18,
06/28/2023 10:00,182.865,183.16,182.74,182.933,6.8,0.04,
06/28/2023 09:00,183.112,183.173,182.71,182.851,-26.1,-0.14,
06/28/2023 08:00,183.417,183.476,183.02,183.132,-28.5,-0.16,
06/28/2023 07:00,183.214,183.599,183.148,183.441,22.7,0.12,
06/28/2023 06:00,183.251,183.321,183.08,183.229,-2.2,-0.01,
06/28/2023 05:00,183.219,183.294,183.11,183.242,2.3,0.01,
06/28/2023 04:00,183.307,183.32394,183.16,183.23,-7.7,-0.04,
06/28/2023 03:00,183.219,183.33411,183.15,183.321,10.2,0.06,
06/28/2023 02:00,183.159,183.381,183.13,183.217,5.8,0.03,
06/28/2023 01:00,183.25,183.358,183.03,183.166,-8.4,-0.05,
06/28/2023 00:00,183.368,183.403,183.21,183.245,-12.3,-0.07,
06/27/2023 23:00,183.487,183.514,183.22,183.351,-13.6,-0.07,
06/27/2023 22:00,183.613,183.672,183.452,183.477,-13.6,-0.07,
06/27/2023 21:00,183.651,183.75,183.42,183.59521,-5.579,-0.03,
06/27/2023 20:00,183.65,183.674,183.5591,183.659,0.9,0.00,
06/27/2023 19:00,183.665,183.75734,183.58,183.65,-1.5,-0.01,
06/27/2023 18:00,183.543,183.663,183.48,183.653,11.0,0.06,
06/27/2023 17:00,183.558,183.685,183.44,183.543,-1.5,-0.01,
06/27/2023 16:00,183.591,183.638,183.4,183.563,-2.8,-0.02,
06/27/2023 15:00,183.567,183.696,183.5,183.599,3.2,0.02,
06/27/2023 14:00,182.993,183.618,182.948,183.581,58.8,0.32,
06/27/2023 13:00,182.854,183.04,182.77,183.022,16.8,0.09,
06/27/2023 12:00,182.697,182.861,182.55,182.792,9.5,0.05,
06/27/2023 11:00,183.024,183.024,182.55,182.643,-38.1,-0.21,
06/27/2023 10:00,182.929,183.119,182.85,183.086,15.7,0.09,
06/27/2023 09:00,183.031,183.096,182.82,182.929,-10.2,-0.06,
06/27/2023 08:00,182.765,183.033,182.7,183.008,24.3,0.13,
06/27/2023 07:00,182.851,183.007,182.66,182.77,-8.1,-0.04,
06/27/2023 06:00,182.8,183.006,182.74556,182.872,7.2,0.04,
06/27/2023 05:00,182.648,182.89135,182.62,182.799,15.1,0.08,
06/27/2023 04:00,182.547,182.68632,182.51,182.644,9.7,0.05,
06/27/2023 03:00,182.504,182.565,182.37,182.537,3.3,0.02,
06/27/2023 02:00,182.43,182.54877,182.37,182.498,6.8,0.04,
06/27/2023 01:00,182.306,182.525,182.21,182.427,12.1,0.07,
06/27/2023 00:00,182.341,182.413,182.2,182.3,-4.1,-0.02,
06/26/2023 23:00,182.313,182.362,182.1909,182.35,3.7,0.02,
06/26/2023 22:00,182.343,182.425,182.287,182.287,-5.6,-0.03,
06/26/2023 21:00,182.37,182.501,182.245,182.333,-3.7,-0.02,
06/26/2023 20:00,182.388,182.46,182.35,182.408,2.0,0.01,
06/26/2023 19:00,182.449,182.5503,182.33,182.374,-7.5,-0.04,
06/26/2023 18:00,182.464,182.563,182.42,182.468,0.4,0.00,
06/26/2023 17:00,182.652,182.692,182.43,182.488,-16.4,-0.09,
06/26/2023 16:00,182.624,182.651,182.46,182.65,2.6,0.01,
06/26/2023 15:00,182.459,182.664,182.31,182.62,16.1,0.09,
06/26/2023 14:00,182.396,182.576,182.27,182.462,6.6,0.04,
06/26/2023 13:00,181.908,182.517,181.84,182.38,47.2,0.26,
06/26/2023 12:00,182.08,182.178,181.78,181.938,-14.2,-0.08,
06/26/2023 11:00,181.878,182.115,181.66,182.103,22.5,0.12,
06/26/2023 10:00,182.333,182.35,181.764,181.836,-49.7,-0.27,
06/26/2023 09:00,182.332,182.469,182.19,182.297,-3.5,-0.02,
06/26/2023 08:00,182.452,182.472,182.167,182.32,-13.2,-0.07,
06/26/2023 07:00,182.586,182.663,181.99,182.452,-13.4,-0.07,
06/26/2023 06:00,182.522,182.639,182.37,182.589,6.7,0.04,
06/26/2023 05:00,182.549,182.681,182.51,182.551,0.2,0.00,
06/26/2023 04:00,182.606,182.628,182.43,182.545,-6.1,-0.03,
06/26/2023 03:00,182.703,182.71,182.53,182.59,-11.3,-0.06,
06/26/2023 02:00,182.685,182.861,182.65,182.703,1.8,0.01,
06/26/2023 01:00,182.645,182.98625,182.55,182.682,3.7,0.02,
06/26/2023 00:00,182.704,182.758,182.31,182.615,-8.9,-0.05,
06/25/2023 23:00,182.514,182.73,182.514,182.702,18.8,0.10,
06/25/2023 22:00,182.636,182.836,182.5,182.514,-12.2,-0.07,
06/25/2023 21:00,182.30744,182.64627,182.30744,182.64627,33.883,0.19,
06/25/2023 20:00,182.159,182.55152,182.159,182.30744,14.844,0.08,
06/25/2023 19:00,182.63185,183.26464,182.63185,183.26464,63.279,0.35,
06/25/2023 09:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 08:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 07:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 06:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 05:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 04:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 03:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 02:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 01:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/25/2023 00:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/24/2023 23:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/24/2023 22:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/24/2023 21:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/24/2023 20:00,183.14,183.14,182.68185,182.68185,-45.815,-0.25,
06/24/2023 19:00,182.68185,183.14,182.68185,182.68185,0.000,0.00,
06/24/2023 18:00,182.46,183.85557,182.46,183.85557,139.557,0.76,
06/24/2023 17:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 16:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 15:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 14:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 13:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 12:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 11:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 10:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 09:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 08:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 07:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 06:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 05:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 04:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 03:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 02:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 01:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/24/2023 00:00,182.46,182.68185,182.46,182.68185,22.185,0.12,
06/23/2023 23:00,182.68185,182.68185,182.46,182.46,-22.185,-0.12,
06/23/2023 22:00,182.68185,182.68185,182.46,182.46,-22.185,-0.12,
06/23/2023 21:00,182.64,182.68185,182.17,182.46,-18,-0.10,
06/23/2023 20:00,182.873,182.939,182.54411,182.69,-18.3,-0.10,
06/23/2023 19:00,182.751,182.847,182.62,182.8,4.9,0.03,
06/23/2023 18:00,182.7,182.79,182.53542,182.763,6.3,0.03,
06/23/2023 17:00,182.688,182.811,182.62,182.704,1.6,0.01,
06/23/2023 16:00,182.567,182.707,182.47,182.686,11.9,0.07,
06/23/2023 15:00,182.698,182.812,182.51,182.585,-11.3,-0.06,
06/23/2023 14:00,182.056,182.711,181.99,182.639,58.3,0.32,
06/23/2023 13:00,181.595,182.176,181.46,182.095,50.0,0.27,
06/23/2023 12:00,182.236,182.398,181.56,181.637,-59.9,-0.33,
06/23/2023 11:00,182.23,182.348,182.07,182.232,0.2,0.00,
06/23/2023 10:00,182.148,182.477,182.01,182.23,8.2,0.04,
06/23/2023 09:00,181.7,182.26,181.6,182.153,45.3,0.25,
06/23/2023 08:00,181.604,181.903,181.24,181.647,4.3,0.02,
06/23/2023 07:00,182.383,182.439,181.24,181.562,-82.1,-0.45,
06/23/2023 06:00,182.178,182.448,182.004,182.43,25.2,0.14,
06/23/2023 05:00,181.809,182.258,181.74,182.173,36.4,0.20,
06/23/2023 04:00,181.853,181.90599,181.61,181.798,-5.5,-0.03,
06/23/2023 03:00,181.969,181.99756,181.73,181.858,-11.1,-0.06,
06/23/2023 02:00,181.852,181.99,181.73,181.967,11.5,0.06,
06/23/2023 01:00,182.371,182.419,181.7,181.848,-52.3,-0.29,
06/23/2023 00:00,182.298,182.447,182.177,182.332,3.4,0.02,
06/22/2023 23:00,182.359,182.499,182.19,182.307,-5.2,-0.03,
06/22/2023 22:00,182.303,182.381,182.21,182.346,4.3,0.02,
06/22/2023 21:00,182.29,182.46688,181.956,182.308,1.8,0.01,
06/22/2023 20:00,182.453,182.46,182.26,182.29,-16.3,-0.09,
06/22/2023 19:00,182.327,182.553,182.28,182.454,12.7,0.07,
06/22/2023 18:00,182.109,182.334,181.99,182.3,19.1,0.10,
06/22/2023 17:00,182.053,182.147,181.91,182.103,5.0,0.03,
06/22/2023 16:00,182.142,182.205,181.97,182.059,-8.3,-0.05,
06/22/2023 15:00,181.964,182.161,181.88,182.14,17.6,0.10,
06/22/2023 14:00,181.567,182.001,181.534,181.964,39.7,0.22,
06/22/2023 13:00,181.329,181.628,181.15,181.606,27.7,0.15,
06/22/2023 12:00,181.539,181.592,181.072,181.327,-21.2,-0.12,
06/22/2023 11:00,181.63,182.488,180.732,181.549,-8.1,-0.04,
06/22/2023 10:00,181.51,181.746,181.42,181.581,7.1,0.04,
06/22/2023 09:00,181.381,181.512,181.24,181.498,11.7,0.06,
06/22/2023 08:00,180.979,181.464,180.979,181.365,38.6,0.21,
06/22/2023 07:00,180.844,181.095,180.68,181.009,16.5,0.09,
06/22/2023 06:00,180.835,181.055,180.76,180.832,-0.3,0.00,
06/22/2023 05:00,180.879,180.93,180.74,180.826,-5.3,-0.03,
06/22/2023 04:00,180.977,180.99884,180.71,180.878,-9.9,-0.05,
06/22/2023 03:00,180.883,180.99558,180.83735,180.976,9.3,0.05,
06/22/2023 02:00,180.955,180.967,180.75,180.877,-7.8,-0.04,
06/22/2023 01:00,181.153,181.165,180.9,180.948,-20.5,-0.11,
06/22/2023 00:00,180.933,181.16419,180.88,181.153,22.0,0.12,
06/21/2023 23:00,180.954,181.021,180.87,180.947,-0.7,0.00,
06/21/2023 22:00,181.109,181.16827,180.87,180.933,-17.6,-0.10,
06/21/2023 21:00,181.13,181.22718,180.915,181.1,-3,-0.02,
06/21/2023 20:00,181.138,181.175,180.98,181.146,0.8,0.00,
06/21/2023 19:00,181.122,181.2,181.07,181.123,0.1,0.00,
06/21/2023 18:00,181.111,181.21877,181.05,181.154,4.3,0.02,
06/21/2023 17:00,181.056,181.139,180.89,181.11,5.4,0.03,
06/21/2023 16:00,180.951,181.085,180.84,181.039,8.8,0.05,
06/21/2023 15:00,180.84,180.952,180.56,180.926,8.6,0.05,
06/21/2023 14:00,180.918,181.24,180.77,180.827,-9.1,-0.05,
06/21/2023 13:00,180.609,180.981,180.54,180.91,30.1,0.17,
06/21/2023 12:00,180.51,180.599,180.34,180.549,3.9,0.02,
06/21/2023 11:00,180.101,180.569,179.9,180.522,42.1,0.23,
06/21/2023 10:00,180.253,180.428,179.9,180.096,-15.7,-0.09,
06/21/2023 09:00,180.602,180.658,180.17,180.277,-32.5,-0.18,
06/21/2023 08:00,180.955,181.113,180.51,180.617,-33.8,-0.19,
06/21/2023 07:00,181.49,181.547,180.83,180.892,-59.8,-0.33,
06/21/2023 06:00,180.853,181.6,180.784,181.479,62.6,0.34,
06/21/2023 05:00,180.977,181.025,180.76,180.858,-11.9,-0.07,
06/21/2023 04:00,180.726,180.957,180.65,180.956,23.0,0.13,
06/21/2023 03:00,180.636,180.73171,180.59,180.713,7.7,0.04,
06/21/2023 02:00,180.674,180.745,180.55,180.63,-4.4,-0.02,
06/21/2023 01:00,180.779,180.785,180.59,180.665,-11.4,-0.06,
06/21/2023 00:00,180.408,180.74,180.4,180.73,32.2,0.18,
06/20/2023 23:00,180.40701,180.476,180.29,180.407,-0.001,0.00,
06/20/2023 22:00,180.437,180.505,180.35,180.407,-3.0,-0.02,
